pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips,Cash,Credit Card,Dispute,No Charge,Pcard,Unknown,Prcard
3.0,12.25,1,13,7,1358600400,41.96581197,-87.655878786,41.899602111,-87.633308037,4.8,,,Credit Card,,600.0,8.0,2.0,0.30709190550557963,0.1515799548566672,0.024916512473248314,0.009905093123079455,0.0597743295802054,0.15450573333347162,0.2922264711277484
3.0,12.05,10,17,4,1382547600,41.96581197,-87.655878786,41.899602111,-87.633308037,4.7,,,Cash,,540.0,8.0,0.0,0.08585980811987964,0.15225433510630865,0.033091183982541746,0.08582245811420312,0.12284276701177317,0.2786371949162424,0.24149225274905142
3.0,40.85,2,7,6,1392968700,41.96581197,-87.655878786,41.980264315,-87.913624596,15.5,,,Credit Card,,3960.0,76.0,8.57,0.221774656553252,0.1965577280154285,0.2288966530280342,0.0034048431782670555,0.10092993380666888,0.11291261066830734,0.1355235747500419
3.0,20.25,5,13,6,1399038300,41.96581197,-87.655878786,41.94651142,-87.806020002,7.2,,,Cash,Taxi Affiliation Services,1920.0,17.0,0.0,0.21147504225816507,0.18310859730106796,0.043435164460487626,0.05353011414398262,0.16249500113741827,0.07652069550501914,0.26943538519385946
3.0,12.25,11,21,4,1446670800,41.96581197,-87.655878786,41.953582125,-87.72345239,3.8,,,Cash,Taxi Affiliation Services,900.0,16.0,0.0,0.11100395917316104,0.10042985645933833,0.08867658426624926,0.07688527715906904,0.1578591972931441,0.2880590937441581,0.17708603190488031
3.0,10.05,4,1,5,1430355600,41.96581197,-87.655878786,41.953582125,-87.72345239,0.0,,,Cash,Choice Taxi Association,660.0,16.0,0.0,0.13227275119710513,0.3254635037924562,0.06981006195205319,0.0206951155666616,0.07998866950066846,0.13074879060296726,0.24102110738808827
3.0,6.65,1,12,5,1390478400,41.96581197,-87.655878786,41.944226601,-87.655998182,1.5,,,Cash,,480.0,6.0,0.0,0.21303857907806134,0.1457050203147191,0.07447348784914179,0.1375329243553472,0.13194597353916562,0.09282895938085077,0.20447505548271427
3.0,6.65,2,9,3,1424769300,41.96581197,-87.655878786,41.944226601,-87.655998182,1.4,,,Credit Card,Taxi Affiliation Services,420.0,6.0,1.0,0.3667392633394766,0.19824291844093134,0.011577065110727706,0.0453294643489818,0.08382792899282016,0.1327312438080766,0.16155211595898578
3.0,7.65,7,16,3,1406652300,41.96581197,-87.655878786,41.944226601,-87.655998182,2.1,,,Credit Card,Taxi Affiliation Services,480.0,6.0,2.0,0.11850002505065951,0.2015509630441142,0.06314915593478303,0.0030496442040810743,0.11393919574148519,0.1336046398625518,0.3662063761623252
3.0,7.85,6,20,3,1435695300,41.96581197,-87.655878786,41.944226601,-87.655998182,0.1,,,Cash,Taxi Affiliation Services,480.0,6.0,0.0,0.1460692137097985,0.305479398233947,0.04980472368308267,0.049583911231409816,0.1793557892249744,0.15317769527341155,0.11652926864337608
3.0,10.45,10,13,7,1446296400,41.96581197,-87.655878786,41.944226601,-87.655998182,1.6,,,Credit Card,,1200.0,6.0,3.0,0.37582910114796503,0.26792085447919717,0.05789909293482509,0.01808287191823176,0.14731829724469014,0.07469597093456087,0.05825381134052989
3.0,5.25,6,11,7,1402140600,41.96581197,-87.655878786,41.944226601,-87.655998182,0.9,,,Cash,Choice Taxi Association,240.0,6.0,0.0,0.122634168037703,0.4058247028118297,0.10069727704969085,0.0008080620861934597,0.10261662773147694,0.18033459620235653,0.08708456608074941
3.0,8.05,6,9,7,1433581200,41.96581197,-87.655878786,41.944226601,-87.655998182,2.6,,,Cash,Dispatch Taxi Affiliation,420.0,6.0,0.0,0.16224262991849409,0.30712026544920173,0.06673279505541428,0.028410951392816075,0.17152514695884383,0.22838559818952425,0.035582613035705764
3.0,3.65,3,14,4,1395843300,41.96581197,-87.655878786,41.944226601,-87.655998182,0.3,,,Cash,Taxi Affiliation Services,60.0,6.0,0.0,0.21411818082288753,0.24561299311644647,0.027045760669558015,0.07850530573386753,0.14070292641353843,0.23666554690816932,0.05734928633553279
3.0,5.05,10,10,6,1446201000,41.96581197,-87.655878786,41.944226601,-87.655998182,0.8,,,Credit Card,Taxi Affiliation Services,240.0,6.0,2.0,0.27095511709318465,0.23552748969631462,0.052830436488605276,0.041452005252418475,0.0394665972679338,0.07257889961818285,0.2871894545833602
3.0,11.65,10,13,1,1445780700,41.96581197,-87.655878786,41.944226601,-87.655998182,3.8,,,Cash,Taxi Affiliation Services,900.0,6.0,0.0,0.09105061988517929,0.13471520501768441,0.04250632471642589,0.07456750070004275,0.20440218185767545,0.3550067864708091,0.09775138135218296
3.0,5.45,4,12,1,1397995200,41.96581197,-87.655878786,41.944226601,-87.655998182,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,300.0,6.0,0.0,0.1344419660188953,0.15207055205949072,0.06238688286769504,0.004918751286396921,0.2655059059400824,0.14385866255169413,0.23681727927574547
3.0,4.25,10,9,7,1443863700,41.96581197,-87.655878786,41.944226601,-87.655998182,0.5,,,Cash,2733 - 74600 Benny Jona,120.0,6.0,0.0,0.20340810050499666,0.2986735336647619,0.017422079582018357,0.10879038622575994,0.19768835346592808,0.07706265389832573,0.09695489265820931
3.0,4.85,8,19,5,1438888500,41.96581197,-87.655878786,41.944226601,-87.655998182,0.8,,,Cash,,240.0,6.0,0.0,0.24828615934519016,0.20234717132002802,0.033078906264503945,0.015737369833578894,0.16342889515870704,0.11781895338637068,0.21930254469162141
3.0,6.65,4,19,4,1398279600,41.96581197,-87.655878786,41.947791586,-87.683834942,0.0,,,Credit Card,Taxi Affiliation Services,480.0,5.0,2.0,0.2527831048832201,0.17160364264035877,0.046034938172493094,0.005458183761634777,0.17460974930030823,0.14893014231954715,0.20058023892243795
3.0,7.85,3,16,4,1427300100,41.96581197,-87.655878786,41.947791586,-87.683834942,0.0,,,Cash,Taxi Affiliation Services,540.0,5.0,0.0,0.12483327874380383,0.2497629713308657,0.005388179730292877,0.007380340496838634,0.37425479881304763,0.13330814396119478,0.10507228692395663
3.0,9.25,3,12,4,1394628300,41.96581197,-87.655878786,41.947791586,-87.683834942,2.7,,,Cash,Choice Taxi Association,660.0,5.0,0.0,0.16252473183020189,0.2587174983265018,0.09000381910803502,0.015877479248795054,0.14846982947592538,0.18800747076310179,0.1363991712474391
3.0,8.25,9,11,3,1442920500,41.96581197,-87.655878786,41.947791586,-87.683834942,2.2,,,Cash,,600.0,5.0,0.0,0.32153507233639134,0.08831586452775052,0.027063643546713746,0.02583318680537858,0.059135216846209634,0.2911996774686921,0.18691733846886402
3.0,21.65,6,8,2,1404117000,41.96581197,-87.655878786,41.874005383,-87.66351755,8.6,,,Credit Card,Taxi Affiliation Services,1500.0,28.0,4.3,0.16455119707322646,0.1759333589389136,0.15932877132181364,0.0046030367108878395,0.17710409602850782,0.06338539182443545,0.25509414810221515
3.0,10.45,5,8,1,1400402700,41.96581197,-87.655878786,41.922686284,-87.649488729,0.2,,,Cash,Taxi Affiliation Services,780.0,7.0,0.0,0.18041008146507206,0.10925750335620424,0.08145243722904227,0.052836185506760405,0.19853170725826003,0.21238764626142492,0.165124438923236
3.0,12.25,8,22,5,1439504100,41.96581197,-87.655878786,41.922686284,-87.649488729,3.4,,,Credit Card,,1200.0,7.0,2.0,0.15922358946584636,0.23518092349166062,0.06835772297300353,0.07871981259175014,0.1945838565365686,0.06309367275164075,0.20084042218953005
3.0,9.65,8,23,7,1440889200,41.96581197,-87.655878786,41.975170943,-87.687515515,3.2,,,Credit Card,Taxi Affiliation Services,660.0,4.0,2.0,0.15577750011474734,0.10585814544069816,0.17586667835260208,0.17552915064688754,0.09609103989799186,0.1569560518837561,0.1339214336633168
3.0,4.25,1,5,1,1390110300,41.96581197,-87.655878786,41.975170943,-87.687515515,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,180.0,4.0,0.0,0.1576036881200905,0.3613886457374002,0.08655072696074503,0.01053004882818727,0.20563282084781345,0.12894915698746504,0.04934491251829838
3.0,9.05,4,16,3,1398183300,41.96581197,-87.655878786,41.975170943,-87.687515515,2.4,,,Cash,Taxi Affiliation Services,780.0,4.0,0.0,0.20778480596179397,0.19660758489221494,0.06891752482945233,0.09294447197631965,0.02592393303271885,0.2706148993827461,0.13720677992475402
3.0,13.25,10,10,2,1414406700,41.96581197,-87.655878786,41.92276062,-87.699155343,4.3,,,Credit Card,Dispatch Taxi Affiliation,1140.0,22.0,2.65,0.20696621750442976,0.24565452204481347,0.12084769941333942,0.025471659571932165,0.05304988868629418,0.19956851172497303,0.148441501054218
3.0,11.25,5,15,3,1368544500,41.96581197,-87.655878786,41.9867118,-87.663416405,0.0,,,Cash,Dispatch Taxi Affiliation,1020.0,77.0,0.0,0.10545965481805758,0.22878791241461557,0.019833927631296662,0.082379615680306,0.1678353834029167,0.17527161419167012,0.22043189186113743
3.0,9.0,11,10,1,1478428200,41.96581197,-87.655878786,41.9867118,-87.663416405,2.54,,,Cash,,679.0,77.0,0.0,0.11657959713378442,0.23272416850575675,0.03658111193327246,0.09325605659004334,0.16876881302693722,0.2476744106199619,0.10441584219024377
3.0,6.85,6,10,1,1370772000,41.96581197,-87.655878786,41.9867118,-87.663416405,0.0,,,Cash,Taxi Affiliation Services,360.0,77.0,0.0,0.15084774993134187,0.3109984047552806,0.15751103119590618,0.0019280802211896647,0.20061110900641532,0.01979477625545943,0.158308848634407
3.0,7.25,11,15,7,1384616700,41.96581197,-87.655878786,41.9867118,-87.663416405,1.5,,,Cash,Dispatch Taxi Affiliation,540.0,77.0,0.0,0.16351500946515296,0.23535854033874412,0.06163799243718879,0.003919807650282823,0.08477095967582501,0.1916203452503227,0.2591773451824836
8.0,35.45,9,5,1,1411882200,41.900265687,-87.63210922,41.97907082,-87.903039661,17.7,,17031980000.0,Credit Card,,1200.0,76.0,7.49,0.0983672034323066,0.26796107248540685,0.06671908296900698,0.08603662533741997,0.24395462493116096,0.04988342667243553,0.18707796417226313
8.0,38.85,1,13,1,1357479900,41.900265687,-87.63210922,41.97907082,-87.903039661,19.4,,17031980000.0,Cash,,4260.0,76.0,0.0,0.06555331099045994,0.32643435849045876,0.0684103914710419,0.10843094050060241,0.12012390918834925,0.13031413653798365,0.18073295282110413
8.0,3.45,1,18,7,1422125100,41.900265687,-87.63210922,41.900265687,-87.63210922,0.0,,17031081000.0,Cash,,60.0,8.0,0.0,0.08409073961635123,0.16605197214911643,0.023967320193262007,0.215385923399634,0.10438867676868359,0.17531806950187248,0.2307972983710803
8.0,4.45,1,22,2,1421100900,41.900265687,-87.63210922,41.907520075,-87.6266589,0.4,,17031080100.0,Cash,,180.0,8.0,0.0,0.1738804949442286,0.12873761389141225,0.1790313078714457,0.05017429022162695,0.09903440561959295,0.16503254571660278,0.20410934173509068
8.0,3.5,1,19,2,1453145400,41.900265687,-87.63210922,41.905857769,-87.630865027,0.1,,17031080202.0,Cash,Dispatch Taxi Affiliation,60.0,8.0,0.0,0.3161211905405066,0.24143492604313907,0.11395957064887291,0.0006290191832639606,0.1147910026013771,0.03666371525870077,0.17640057572413967
8.0,7.05,5,22,5,1368139500,41.900265687,-87.63210922,41.922082541,-87.634156093,0.1,,17031071400.0,Cash,Taxi Affiliation Services,480.0,7.0,0.0,0.16493041562913588,0.4346767843151696,0.06034094821485247,0.04350003407875411,0.0638275883425408,0.19923231168812858,0.03349191773141869
8.0,7.05,6,16,5,1371139200,41.900265687,-87.63210922,41.922082541,-87.634156093,0.0,,17031071400.0,Cash,Dispatch Taxi Affiliation,480.0,7.0,0.0,0.07466335218336376,0.30895306464916045,0.06075858035287821,0.05874443231745947,0.16556184121729964,0.22882657165637685,0.1024921576234618
8.0,6.25,5,3,1,1400988600,41.900265687,-87.63210922,41.890922026,-87.618868355,1.2,,17031081403.0,Credit Card,,420.0,8.0,3.0,0.18497908014132644,0.2780157669058367,0.05909504693002609,0.005823347620507304,0.09328154141025712,0.20088680465044564,0.17791841234160075
8.0,7.25,5,19,7,1399145400,41.900265687,-87.63210922,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Taxi Affiliation Services,540.0,32.0,0.0,0.07493724492772608,0.24993470192167416,0.09051993450888976,0.07941968990710033,0.21392205621364052,0.13563726195500936,0.15562911056595985
8.0,7.65,3,13,5,1362663900,41.900265687,-87.63210922,41.884987192,-87.620992913,0.0,,17031320100.0,Cash,Taxi Affiliation Services,600.0,32.0,0.0,0.1376904400416891,0.2752929929650722,0.03579044300722673,0.036310743290245154,0.15725640401694366,0.13288529911111308,0.2247736775677101
8.0,7.05,6,17,1,1434907800,41.900265687,-87.63210922,41.884987192,-87.620992913,1.3,,17031320100.0,Cash,2733 - 74600 Benny Jona,480.0,32.0,0.0,0.10713594605336726,0.40761510072148227,0.07457149435267181,0.06598457436978299,0.12301409874707431,0.050863290927662626,0.17081549482795846
8.0,8.25,9,9,4,1441185300,41.900265687,-87.63210922,41.880994471,-87.632746489,1.5,,17031839100.0,Cash,,720.0,32.0,0.0,0.2972359580759107,0.3449935956430452,0.007575130886642933,0.00471668164835962,0.027166065884581723,0.07493061499319555,0.24338195286826428
8.0,9.25,7,8,2,1436776200,41.900265687,-87.63210922,41.880994471,-87.632746489,0.1,,17031839100.0,Credit Card,Taxi Affiliation Services,900.0,32.0,2.0,0.08718079429400262,0.127787283263226,0.16537230802439865,0.036176060641661414,0.1785332163404208,0.158511634182719,0.2464387032535717
8.0,9.65,7,8,5,1374135300,41.900265687,-87.63210922,41.880994471,-87.632746489,1.6,,17031839100.0,Credit Card,,1080.0,32.0,2.0,0.07273411277681721,0.10007697509399884,0.3730195632095937,0.055894855132011374,0.14453870486378548,0.12827819875900545,0.1254575901647879
8.0,7.25,5,9,2,1400490000,41.900265687,-87.63210922,41.880994471,-87.632746489,1.5,,17031839100.0,Cash,Dispatch Taxi Affiliation,540.0,32.0,0.0,0.13730678990672487,0.3756491993559089,0.15597122277188052,0.01630347716225707,0.19971842544144694,0.07183074286452451,0.04322014249725696
8.0,7.05,7,13,3,1406641500,41.900265687,-87.63210922,41.880994471,-87.632746489,1.4,,17031839100.0,Cash,Taxi Affiliation Services,540.0,32.0,0.0,0.04640329063738139,0.20778476122978878,0.2801025023101714,0.002805800363969059,0.1862736965305684,0.17149505802915954,0.10513489089896134
8.0,7.05,6,16,4,1372262400,41.900265687,-87.63210922,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Taxi Affiliation Services,480.0,32.0,1.0,0.239661131472687,0.29558129450133463,0.047700276122905325,0.001422505116559684,0.1612770305320488,0.05139012445795013,0.20296763779651447
8.0,11.85,6,21,4,1371678300,41.900265687,-87.63210922,41.88528132,-87.6572332,0.2,,17031833000.0,Credit Card,Taxi Affiliation Services,1020.0,28.0,2.55,0.2328858436126537,0.14752213791963897,0.08728469902463268,0.028089360913616808,0.0631361380726814,0.11939455746899616,0.3216872629877803
8.0,9.65,7,9,5,1373534100,41.900265687,-87.63210922,41.879255084,-87.642648998,0.0,,17031281900.0,Cash,Blue Ribbon Taxi Association Inc.,960.0,28.0,0.0,0.12823222289351963,0.2628046483566577,0.04085151607364359,0.14576525525826045,0.1392940962443859,0.17342776019480666,0.10962450097872618
8.0,5.45,9,11,4,1378897200,41.900265687,-87.63210922,41.892072635,-87.628874157,0.0,,17031081600.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0,0.06521186752309427,0.33202261882865414,0.11714792941756896,0.006670709689621399,0.33288086087934937,0.03115896652109466,0.11490704714061707
8.0,6.45,8,22,5,1377209700,41.900265687,-87.63210922,41.885300022,-87.642808466,1.5,,17031280100.0,Cash,,360.0,28.0,0.0,0.09480257930737562,0.2827955761139213,0.13406472812932047,0.018493811933751148,0.24862037907781206,0.14739099983272602,0.07383192560509329
8.0,7.45,6,6,2,1435560300,41.900265687,-87.63210922,41.885300022,-87.642808466,1.6,,17031280100.0,Credit Card,,600.0,28.0,2.0,0.20228274129197044,0.43431925893653656,0.10371081466117237,0.0127846674297473,0.13330160451779358,0.07064755890816565,0.04295335425461407
8.0,19.65,6,20,2,1435004100,41.900265687,-87.63210922,41.909495669,-87.630963601,6.8,,17031080201.0,Cash,Taxi Affiliation Services,1920.0,8.0,0.0,0.17584535523905845,0.21960401025739557,0.23517026273190617,0.01628626723293297,0.13939428545195917,0.09663923296970982,0.11706058611703783
8.0,4.85,11,10,2,1384164000,41.900265687,-87.63210922,41.89503345,-87.619710672,0.0,,17031081401.0,Cash,Blue Ribbon Taxi Association Inc.,300.0,8.0,0.0,0.19163822442330772,0.2772393578433945,0.09114635938263868,0.014639682375393308,0.14365400290125077,0.1472567298547535,0.13442564321926165
8.0,6.25,3,22,7,1394318700,41.900265687,-87.63210922,41.89503345,-87.619710672,0.9,,17031081401.0,Credit Card,Dispatch Taxi Affiliation,480.0,8.0,2.0,0.13720782394908637,0.36386120642113906,0.16056169706244797,0.008545703221149007,0.07248006640775766,0.13876998022689083,0.11857352271152902
8.0,29.85,11,12,2,1448885700,41.900265687,-87.63210922,41.785998518,-87.750934289,0.8,,17031980100.0,Credit Card,Taxi Affiliation Services,2040.0,56.0,6.35,0.2044563114698114,0.1404582609807817,0.043171493328973604,0.07203983544881036,0.11488605197707052,0.18560774427198495,0.2393803025225675
8.0,3.25,1,19,5,1389898800,41.900265687,-87.63210922,41.89321636,-87.63784421,0.0,,17031081800.0,Cash,,0.0,8.0,0.0,0.18404660409801304,0.3679986120390893,0.1584372271466157,0.018062880165187426,0.08543352588328693,0.0626662506590571,0.1233549000087506
8.0,6.25,1,16,1,1421597700,41.900265687,-87.63210922,41.89321636,-87.63784421,1.3,,17031081800.0,Credit Card,,420.0,8.0,3.0,0.09127928437038897,0.33186076394471764,0.15270300405720783,0.17298493875797677,0.05379458344972451,0.10996166957082702,0.0874157558491574
8.0,5.45,6,0,5,1434585600,41.900265687,-87.63210922,41.898331794,-87.620762865,0.8,,17031081300.0,Cash,,360.0,8.0,0.0,0.18052348783405617,0.2546467279104329,0.00907839306871174,0.028559279587613232,0.18810027720836212,0.2028261286911752,0.13626570569964877
8.0,11.25,4,1,7,1396661400,41.900265687,-87.63210922,41.949829346,-87.64396537,4.1,,17031060900.0,Credit Card,,600.0,6.0,2.0,0.1749838991609976,0.3033693887661077,0.09304412787807467,0.013866855869454105,0.11670448135860134,0.24673116195867392,0.05130008500809068
8.0,4.84,1,18,7,1357411500,41.900265687,-87.63210922,41.90749193,-87.63576009,0.7,,17031080300.0,Cash,,180.0,8.0,0.0,0.2006762058727632,0.12624545199269757,0.019048057113373224,0.06441642015058045,0.09984170205085255,0.3020009351070999,0.18777122771263322
8.0,10.45,6,10,6,1402048800,41.900265687,-87.63210922,41.867902418,-87.642958665,0.1,,17031841900.0,Cash,Taxi Affiliation Services,900.0,28.0,0.0,0.13337735345571256,0.2476329630055198,0.09998829008724465,0.09450363434324346,0.14505608345994053,0.16980550487897178,0.10963617076936727
8.0,5.5,8,1,7,1470447900,41.900265687,-87.63210922,41.904935302,-87.649907226,0.7,,17031842200.0,Cash,,300.0,8.0,0.0,0.13169026684891622,0.12530554256697948,0.0960680963812696,0.12469042785266675,0.07236440637776351,0.21841722582872694,0.2314640341436775
7.0,7.05,5,20,7,1368907200,41.914616286,-87.631717366,,,1.79,,,Cash,,360.0,,0.0,0.06945984643650631,0.25755907611729045,0.055082261585578114,0.0016096654929274588,0.2614421882909313,0.22110412550159725,0.13374283657516908
7.0,50.25,12,4,1,1386476100,41.914616286,-87.631717366,,,1.5,,,Credit Card,Taxi Affiliation Services,2100.0,,15.05,0.12954180211190866,0.1328006032874756,0.09455653811883374,0.0206259859630886,0.31863279742177114,0.08447461349850936,0.2193676595984131
7.0,27.65,11,22,7,1416694500,41.914616286,-87.631717366,41.892507781,-87.626214906,12.5,,17031081500.0,Cash,,1680.0,8.0,0.0,0.1196749548194418,0.2741980056048068,0.12135751570934802,0.020428305657996748,0.10402711778951813,0.2531834996371669,0.10713060078172165
7.0,8.65,6,17,3,1372179600,41.914616286,-87.631717366,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Northwest Management LLC,720.0,8.0,0.0,0.23687250857345593,0.33409579666977524,0.0774263069721121,0.03945833544945292,0.06303643769015861,0.1866402765985101,0.06247033804653501
7.0,7.45,7,20,7,1404591300,41.914616286,-87.631717366,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Blue Ribbon Taxi Association Inc.,600.0,8.0,0.0,0.21938124623200989,0.08567407262006775,0.019633644645452655,0.20423379689661095,0.07050222039805154,0.29997358689625964,0.10060143231154751
7.0,7.65,4,18,1,1398017700,41.914616286,-87.631717366,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0,0.03833375385451082,0.3968612555212671,0.028537251466199568,0.010167041146758394,0.10712753204859034,0.2252464477653314,0.19372671819734252
7.0,7.45,2,9,2,1392630300,41.914616286,-87.631717366,41.892507781,-87.626214906,1.9,,17031081500.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0,0.08472440527676667,0.09112584334280532,0.2944547517743477,0.10291196031520318,0.23317162623834312,0.11491771817725654,0.07869369487527758
7.0,6.05,2,20,6,1392408900,41.914616286,-87.631717366,41.93057857,-87.642206313,1.2,,17031070102.0,Cash,,420.0,7.0,0.0,0.18162943566445344,0.09450454838779473,0.026905493522095276,0.043626883160753256,0.2671101985905561,0.10127598022479696,0.2849474604495504
7.0,32.85,9,7,3,1442906100,41.914616286,-87.631717366,41.97907082,-87.903039661,15.5,,17031980000.0,Credit Card,Taxi Affiliation Services,2340.0,76.0,5.0,0.25520758618458433,0.21864433315761983,0.035437674208557354,0.006539576456738931,0.15866372301981305,0.14153720914881687,0.18396989782386974
7.0,35.85,10,13,3,1380632400,41.914616286,-87.631717366,41.97907082,-87.903039661,0.0,,17031980000.0,Cash,Choice Taxi Association,2340.0,76.0,0.0,0.06847487908589432,0.10463428255696118,0.18318738943986607,0.05286864734260013,0.32099825347306865,0.1711396668750662,0.09869688122654345
7.0,5.65,7,2,1,1374372000,41.914616286,-87.631717366,41.900265687,-87.63210922,1.0,,17031081000.0,Cash,,240.0,8.0,0.0,0.1198470151638002,0.2151135415060565,0.1493525990913246,0.04218930567595747,0.11965086232893973,0.19812251234638853,0.15572416388753307
7.0,11.45,7,19,6,1437767100,41.914616286,-87.631717366,41.914616286,-87.631717366,3.39,,17031071500.0,Cash,,900.0,7.0,0.0,0.17997880640603198,0.31544528287520524,0.12121065526280624,0.010561484307656162,0.10417220402307809,0.186975315047838,0.08165625207738429
7.0,3.25,3,15,2,1425311100,41.914616286,-87.631717366,41.914616286,-87.631717366,0.0,,17031071500.0,Cash,,0.0,7.0,0.0,0.35995189800065214,0.3271427952862673,0.031685231672945124,0.032468793076042536,0.09022298009160735,0.0626051999774559,0.0959231018950296
7.0,5.45,9,18,3,1441735200,41.914616286,-87.631717366,41.914616286,-87.631717366,0.8,,17031071500.0,Cash,,240.0,7.0,0.0,0.267928957964376,0.18990592653435462,0.1684586057233807,0.09469961265094674,0.10885571421734702,0.04678159172553516,0.12336959118405989
7.0,4.45,11,3,1,1384658100,41.914616286,-87.631717366,41.914616286,-87.631717366,0.0,,17031071500.0,Credit Card,Taxi Affiliation Services,180.0,7.0,2.0,0.2794410247198504,0.18944822199586578,0.013842538463067674,0.008106861578596795,0.0630489930120747,0.22751542858239368,0.21859693164815103
7.0,17.85,7,17,7,1373736600,41.914616286,-87.631717366,41.859349715,-87.617358006,6.1,,17031330100.0,Cash,Dispatch Taxi Affiliation,1440.0,33.0,0.0,0.11065402253806493,0.12613661673356322,0.08068837825162903,0.10380264658306687,0.24574331609463917,0.08770092248098564,0.24527409731805105
7.0,13.65,10,12,1,1414325700,41.914616286,-87.631717366,41.859349715,-87.617358006,4.8,,17031330100.0,Cash,,900.0,33.0,0.0,0.1198823829257667,0.2901460400883997,0.15236154436378205,0.0008092126683586342,0.171021923621388,0.18210552592748894,0.0836733704048158
7.0,4.65,7,15,1,1436108400,41.914616286,-87.631717366,41.907520075,-87.6266589,0.0,,17031080100.0,Cash,Northwest Management LLC,180.0,8.0,0.0,0.2314880660591129,0.0720261950146284,0.125444410357143,0.0014673654866368014,0.22831199421367096,0.23949664206623433,0.10176532680257354
7.0,13.05,1,20,3,1389127500,41.914616286,-87.631717366,41.928391397,-87.704907236,4.4,,17031220500.0,Credit Card,KOAM Taxi Association,1140.0,22.0,3.0,0.07685588910046703,0.31125318024286136,0.11437178400935219,0.020922488980984512,0.13495114079723425,0.11076340015618148,0.23088211671291906
7.0,7.65,2,23,1,1423436400,41.914616286,-87.631717366,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Blue Ribbon Taxi Association Inc.,480.0,8.0,0.0,0.24145841243967756,0.18657753630934007,0.10220052948843134,0.01713290576194113,0.17817151600606643,0.16740335883923071,0.10705574115531266
7.0,9.85,7,23,5,1372979700,41.914616286,-87.631717366,41.890922026,-87.618868355,0.2,,17031081403.0,Cash,,1020.0,8.0,0.0,0.2830099875104528,0.2646147200244654,0.06267500909797757,0.0061586161798962554,0.11138165432835652,0.186399039943568,0.08576097291528349
7.0,8.85,7,22,6,1436567400,41.914616286,-87.631717366,41.884987192,-87.620992913,0.1,,17031320100.0,Cash,Blue Ribbon Taxi Association Inc.,840.0,32.0,0.0,0.12678923275584628,0.38561060562292243,0.058241960819259635,0.032323104668588405,0.036708773458628795,0.18725827277552926,0.173068049899225
7.0,9.5,6,18,7,1465668000,41.914616286,-87.631717366,41.880994471,-87.632746489,2.2,,17031839100.0,Cash,Dispatch Taxi Affiliation,720.0,32.0,0.0,0.24456115292045968,0.3186398260878678,0.07997286877997452,0.04026047009036174,0.07310010056906607,0.03553943874640853,0.20792614280586164
7.0,8.85,5,10,4,1368008100,41.914616286,-87.631717366,41.880994471,-87.632746489,2.5,,17031839100.0,Credit Card,Dispatch Taxi Affiliation,600.0,32.0,0.0,0.12557151777234438,0.19792891032691312,0.04887251117008515,0.01311885693645456,0.19334864027527982,0.10540982138116184,0.31574974213776125
7.0,8.65,3,6,3,1427179500,41.914616286,-87.631717366,41.880994471,-87.632746489,2.42,,17031839100.0,Cash,,540.0,32.0,0.0,0.32462992194972323,0.2924762566752271,0.054237691093906935,0.02072924929493928,0.09466606112853679,0.11964690605726197,0.09361391380040483
7.0,9.25,9,18,6,1443204000,41.914616286,-87.631717366,41.880994471,-87.632746489,1.9,,17031839100.0,Credit Card,,840.0,32.0,2.0,0.22200699793604858,0.23466168342819574,0.20432193011260505,0.035495364101309164,0.16366644869921707,0.0626829773299229,0.0771645983927013
7.0,8.85,8,19,4,1377112500,41.914616286,-87.631717366,41.891971508,-87.612945414,0.0,,17031081402.0,Cash,Northwest Management LLC,600.0,8.0,0.0,0.30740598280930037,0.19704797832950097,0.11014854356643221,0.0030313681918629166,0.15588099173709336,0.14230236641879274,0.08418276894701746
7.0,10.25,10,0,7,1475886600,41.914616286,-87.631717366,41.943237122,-87.643470956,2.9,,17031061901.0,Cash,,360.0,6.0,0.0,0.22852601584551738,0.38945181006101703,0.14425360269416715,0.010112708092630235,0.08210611928714491,0.04613707106852916,0.09941267295099415
7.0,8.25,2,11,1,1361100600,41.914616286,-87.631717366,41.936310131,-87.651562592,0.0,,17031063000.0,Cash,Dispatch Taxi Affiliation,540.0,6.0,0.0,0.14560134563135235,0.24284750522492565,0.012678847777904631,0.0832709948573715,0.154795224096911,0.14816661151601135,0.21263947089552368
